,subject,ROI,dataset,difference_score,embed_method,CV_K,model_LogLikelihood,AIC,neg_LL
1168,5,aud_early,sherlock,0.071380026,PHATE,18,-2699.179578,6116.359156,2699.179578
1169,6,aud_early,sherlock,0.123473451,PHATE,18,-2801.401298,6320.802595,2801.401298
1170,7,aud_early,sherlock,0.31191091600000004,PHATE,18,-2524.047735,5766.095469,2524.047735
1171,8,aud_early,sherlock,0.15066803,PHATE,17,-2769.717918,6183.435836,2769.717918
1172,9,aud_early,sherlock,0.056048836,PHATE,19,-2794.981478,6385.962955,2794.981478
1173,10,aud_early,sherlock,0.07351559,PHATE,20,-3096.706603,7071.413206,3096.706603
1174,11,aud_early,sherlock,0.119017944,PHATE,19,-2783.219969,6362.439938,2783.219969
1175,12,aud_early,sherlock,0.0322198,PHATE,17,-2885.555993,6415.111985000001,2885.555993
1176,13,aud_early,sherlock,0.080108477,PHATE,17,-2809.921305,6263.842609,2809.921305
1177,14,aud_early,sherlock,0.082578809,PHATE,18,-2779.76944,6277.53888,2779.76944
1178,15,aud_early,sherlock,0.116327131,PHATE,18,-2714.0178960000007,6146.035792000002,2714.0178960000007
1179,16,aud_early,sherlock,0.083905794,PHATE,17,-2806.845875,6257.69175,2806.845875
1180,1,pmc_nn,sherlock,0.109780956,PCA,25,-2815.474748,6978.949495999997,2815.474748
1181,2,pmc_nn,sherlock,0.117785777,PCA,22,-2847.565283,6749.130567,2847.565283
1182,3,pmc_nn,sherlock,0.076588803,PCA,21,-2843.596692,6651.193384,2843.596692
1183,4,pmc_nn,sherlock,0.109446647,PCA,24,-2862.056023,6970.1120459999975,2862.056023
1184,5,pmc_nn,sherlock,0.050426350999999994,PCA,23,-2886.973133,6921.946267,2886.973133
1185,6,pmc_nn,sherlock,0.132760612,PCA,26,-2817.45659,7088.913179000001,2817.45659
1186,7,pmc_nn,sherlock,0.10858948199999999,PCA,23,-2842.723245,6833.44649,2842.723245
1187,8,pmc_nn,sherlock,0.083534014,PCA,25,-2844.388695,7036.777391,2844.388695
1188,9,pmc_nn,sherlock,0.101077686,PCA,23,-2870.197861,6888.395720999999,2870.197861
1189,10,pmc_nn,sherlock,0.11760778300000001,PCA,26,-2878.43328,7210.866559,2878.43328
1190,11,pmc_nn,sherlock,0.07599194599999999,PCA,23,-2898.6667399999997,6945.3334799999975,2898.6667399999997
1191,12,pmc_nn,sherlock,0.09075834199999999,PCA,24,-2869.949506,6985.8990109999995,2869.949506
1192,13,pmc_nn,sherlock,0.092868595,PCA,24,-2866.579389,6979.158779,2866.579389
1193,14,pmc_nn,sherlock,0.093627586,PCA,24,-2861.325105,6968.650209,2861.325105
1194,15,pmc_nn,sherlock,0.114476359,PCA,23,-2851.479691,6850.959381999999,2851.479691
1195,16,pmc_nn,sherlock,0.058893693,PCA,23,-2911.18862,6970.3772400000025,2911.18862
